Drug Name,Condition,Review Text
strattera,For ADHD,"For ADHD""My husband has ADD, and it really took a toll on our relationship. He was originally on Vyvanse, but it suppressed his appetite horribly. It didn't do enough in ratio to the side effects, so he decided to try Strattera. So far, it's been working decently. His main problem, however, is being able to urinate freely. I bought him Urinozinc Prostate Formula, and literally the first pill he took, he was able to urinate much more easily. Conversely, when he forgot a pill the other day, he noticed an immediate difference, and struggled to urinate. The supplement has allowed him to stay on Strattera. I note this stuff, as I have read that this is a common issue for men taking Strattera. Hope this helps others."""
strattera,For ADHD,"For ADHD""Was prescribed 40 mg Strattera off the bat. Had every side effect within 30 minutes of taking the pill. I vomited, got hot flashes, then goosebumps, drowsy and sleepy. I felt like I didn’t want to go anywhere. Tried again the next day with food and couldn’t hold it down after 2 hours. Again, same side effects. People are like, “give the medication a chance to work.” Screw that - I've never experienced more terrible side effects in my life even though I just started. Only positive is my anxiety went away, but I didn’t feel like going anywhere. Never again."""
strattera,For ADHD,"For ADHD""I'm 38F, prescribed Strattera for inattentive ADHD. Day 1 was pretty miserable. I felt super wired and kept getting goosebumps. After Day 1, things were fairly calm. I had to eat with my dose, or else I'd get an upset stomach. Every 2 or 3 days for the first week and a half, I'd get chills that would make my nipples hurt something fierce (sorry for the TMI!). That became far less frequent and was a fair tradeoff to finally have all the noise in my head quiet down. Starting on Week 3, I felt like I was steamrolling the med a bit, and it wasn't feeling as effective, but I figured that I probably would need a dose increase at my follow-up. 2 days later, I woke up with a small rash, and by the following day, I was about 60% covered in an itchy rash and was miserable. I feel like the med itself worked, but my body just did not like it the more it got into my system. That feels more like a 'me' problem, so I didn't score too low."""
strattera,For ADHD,"For ADHD""After two and a half weeks on medication, my doctor had me on a loading dose before transitioning me to 40 mg. I only began experiencing side effects when I was on the full dose. Initially, I experienced dizziness for an hour after taking the medication. I also felt like a zombie for a couple of days, but that eventually passed. Although I still have a dry mouth, it is not as severe when I take antihistamines. One of the most noticeable changes is that my head space is now often silent, which is a strange feeling. I used to rehearse conversations in my head before talking to anyone, but now I can easily have conversations without any practice. However, I did have a moment of panic when I thought I couldn't communicate with anyone. Despite this, my conversations went smoothly, and I was able to talk without rehearsing any topics. I have always been a natural procrastinator, even with medication, but now I find it easier to do the boring aspects of my work. For the first time in a long time, I don't need to eat a lot of snacks to keep me motivated while working."""
strattera,For ADHD,"For ADHD""I tried Strattera for roughly 14 months, moving between 20-40-60-80 mg. At 20 mg, I felt a bit better, but it wasn't helping enough. At 40-80 mg, the side effects of bad nausea, feeling very hot all over and then cold soon after, dizziness, loss of appetite, heavy doses of fatigue, problems with my sex life, etc., all hit hard on 8/10 or 9/10 days I took it. I will give a disclaimer: I didn't take it some weekends, but the lack of going to work and the deterrent of the side effects put it off. I didn't experience any increase in insomnia. Also, people would be able to tell if I'd taken my tablet by how pale I'd turn within 10 minutes and how subdued I was. Recently switched to Concerta to try and escape the side effects."""
strattera,For ADHD,"For ADHD""This is the start of my third day on this medication. I am on 25 mg once a day. So far, I notice it makes me a little sleepy, gives me a dry mouth, and causes a tingling sensation on my head. Although the benefits so far have been that I passed my quiz for college with 100% and was able to finish multiple tasks yesterday! It's only the third day, so we'll see how it progresses with my body. Age: 21, 110 lbs, F."""
strattera,For ADHD,"For ADHD""18 yr old haven't been treated for my ADHD till now. Took a month before I adjusted to them, afterwards, I was alright. It helps me maintain focus while balancing out my emotions that seemed to go up in the day and down at night. It makes me feel like I can truly be myself and become self-sufficient and independent when I need to be. Had issues with starting/completing chores, and now I remember what I'm doing just fine! A great alternative for those who don't want stimulants or have inattentive ADHD."""
strattera,For ADHD,"For ADHD""It's hard for me to say if Strattera is the reason I feel calm and focused because I am on a lot of other medications for other diagnoses (depression/bipolar, OCD, anxiety). However, since starting Strattera, I have noticed a difference, a subtle difference. I was previously on Vyvanse, which also made a subtle difference, but it caused too much anxiety. I noticed I've been interrupting others less and feeling more focused in conversations and at work. So I say give it a try, especially if stimulants give you anxiety."""
strattera,For ADHD,"For ADHD""I was put on 40 mg of Strattera right after being diagnosed with ADHD. The first couple of days, I had a lot of nausea, dry mouth, and fatigue, but I knew to expect this and tried to power through. After a week, however, I started feeling super irritable, which is not normal for me. I'm typically an even-keeled, patient person most of the time. Then, last night, I started uncontrollably crying and thinking terrible, awful things about myself that I have never thought before. My partner said, 'That's the worst I've ever seen you.' I didn't take it today (I refuse to take that ever again), and after a week on it, I feel lifeless. Like a zombie. Like my personality, my thought life, my ability to function is just not there. I assume this will get better after a bit more time, but it's scary to think that all that can change in one week."""
strattera,For ADHD,"For ADHD""This drug ruined my life. I took it for five months total. I was only on 25 mg, and it was giving me heart palpitations and panic attacks. If I had anything with caffeine, I thought I would die. When I stopped taking this medication, everything spiraled down. I had terrible anxiety, couldn't sleep, couldn't think straight, and had dry mouth for months. This slowly improved over two and a half years until I felt normal again. But now, after being on other medications like Cipro, my symptoms came back, and I have to start over. I'm sensitive to any mood-altering substance and probably will be for the rest of my life! I used to have goals, but now I struggle to survive. I have a friend who came off it fine, but in my opinion, it's not worth it. Other people I've talked to have had similar reactions. I hope I can do good by offering this advice: don't take Strattera to manage ADHD, even though it seems safe. I live with pain and regret every day and would give anything to go back and change my mind about taking Strattera."""
strattera,For ADHD,"For ADHD""I started taking Strattera three weeks ago, and it has been awful. I started taking this because I had too many negative side effects with the stimulants. Strattera gave me mood swings, usually leaving me feeling depressed, anxious, annoyed, angry, etc. It also suppressed my appetite, which kept me from eating. It made me feel lethargic during the day, which kept me in bed and awake at night, which caused severe depression. I noticed no improvement in my ADHD symptoms. I have stopped taking Strattera."""
strattera,For ADHD,"For ADHD""I started taking this medication about 2 months ago. My doctor had me start out at 40 milligrams for one week and then increased the dose to two 40 mg capsules twice a day. At the second month, I started taking just one 80 mg capsule around mid-afternoon to early evening every day. So far, the drug has seemed to greatly help my ability to focus and really experience the world around me. I'm able to finally slow my mind to a cruising speed instead of an outright race. Strattera has made me calmer and more composed when it comes to social interactions with others and encountering stressful situations. Also, I seem to be getting really positive and more optimistic in everyday life, making me feel as if the drug has some mild antidepressant properties."""
strattera,For ADHD,"For ADHD""My 6-year-old son was prescribed Strattera because he has Tourette's, and it was felt the stimulants would make it worse. He has been on 10 mg daily for the last 4 days, and so far, I am pleased. The first day I gave it to him, he slept all afternoon and was awake off and on all night. I changed the time I gave it to late afternoon and have not noticed this problem anymore. He is not overly drowsy at school. His teacher sent a note noticing he appeared to pay attention in class more, and today was the FIRST day since the school year started that he didn't get in trouble for disrupting class. I have noticed his appetite and thirst have increased somewhat, but he wasn't a big eater to begin with, so this is actually positive to me."""
intuniv,For ADHD,"For ADHD""I have been on this medication for about 6 months that I can recall for my anxiety and ADD. The first few times I took it at night, but I could not fall asleep as the doctor told me I would. Now, I normally take it around 1 to 3 pm in the evening, and I get very productive. I love this medication for this. I have depression, anxiety, and ADD, and it helps a lot with the ADD. I even notice at work I become way more focused and awake, ready to do work. This medication has also helped me a lot in school as I would be quieter in class and listen more. I do see that my emotions are calmed down as well. I would say this is the best medication I have ever had in my life, and I believe so. It has truly changed my life for the better. I have also been on many stimulants, and my emotions were all over the place on those. This is an amazing medication. I take 1 mg as well."""
intuniv,For ADHD,"For ADHD""I am 39 and have dealt with my ADD for all my life. May of 2012, the Dr. started me out on 1 mg. After a week, I could tell a difference. Like a filing cabinet in my brain. However, I was VERY tired. So I decided to take it at night. (I've always had a hard time shutting my brain off to sleep). Next week she upped me to 2 mg. After a few days, I started to notice I focus more...GREAT!! and I was sleeping better!! She then put me on 3 mg. I couldn't tolerate it! I started getting hot flashes and thought I was going to pass out! I couldn't sit out in the sun, I had to stay in. So she lowered me back to 2 mg. A year later and it's the best decision I have ever made. My brain is calm, I am focused and sleep like a bear!"""
intuniv,For ADHD,"For ADHD""This drug has made me feel whole and complete for the first time in my life. I'm so grateful. It fixed massive problems with RSD and social anxiety and even TMJ. I have been weeping because I am feeling normal for the first time in my life. I am a 31-year-old female and take this alongside Vyvanse 2x a day at 1 mg doses."""
intuniv,For ADHD,"For ADHD""My 7-year-old was diagnosed with ADHD, and we tried Adderall and other medicines, and the results were nil, and the side effects were awful. We then tried Intuniv at 1mg, and the results were amazing. My hyper-impulsive little guy was doing well in school, and his temper was subdued. We added group ADHD therapy for him at a local clinic with other boys his age, which also helped hugely. My suggestion to parents is, please do not just rely on a medicine. Find a good counselor that will help you and your child by giving you tools to use in everyday life, like learning to patiently wait, be a gracious loser, etc. As far as the Intuniv goes... My son will be 9 in a few months, and we are still only on 1mg. Don't rush to 2mgs without giving 1mg a chance."""
intuniv,For ADHD,"For ADHD""My son has ADHD and is taking Intuniv 3 mg. I find with this drug, he is so sleepy, all he wants to do is sleep. It's supposed to help his concentration, but it doesn't. He's too tired. It also makes him angry, and he's in a bad mood all the time. I stopped giving it to him for a few days to see if it would make a difference in his mood, and it did - he was so much happier. I don't know what to do, whether to keep him on it or stop it. The doctor is adamant that it's not the drug, it's behavior, but I know it is the drug. Anyone else have this problem..."""
intuniv,For ADHD,"For ADHD""I have a 9-year-old HF autistic child that is mixed with some ADD and ODD. He used to have huge meltdowns at school to the point where he was harming himself and whoever was in the way. He would go from hot to cold in seconds, we believed it was a mood disorder. They tried to prescribe Risperidone at first, but I refused because of all the research I did on it. Once the doctor gave me Intuniv, all the meltdowns literally stopped! In May, it will be a year he has been on it. I give him 2mg every night because when I gave it in the morning, he was falling asleep in class. If he misses 1 dose, it throws him off completely. If he doesn't eat enough on it, he does get nauseous with headaches, but it's only on those random days he doesn't feel like eating anything, especially at school. So, I always try to remind him that eating and drinking water are a must! That is my only downside about it, those random times he does get sick."""
intuniv,For ADHD,"For ADHD""I must say, I have been through a lot of medicines. Wasted money, but most of all, watching my kid struggle with his high anxiety and his inability to focus or sit down. He now focuses better in school, and his teacher describes him as on task now and takes time to ask her questions if needed. I had a lot of nights crying, thinking I was a bad mother! I would lose control and not be able to handle his constant stubbornness and defiance. He is a beautiful, energetic boy with an amazing personality, but just needed to be taken down a few notches. This has done the trick. I started off on 1 mg and did not seem to do too much, and after three months decided to move to 2. I tried all-natural, but nothing worked. Good luck."""
intuniv,For ADHD,"For ADHD""My 8-year-old son was extremely hyperactive and had anger issues. Even though he was on Adderall, he was constantly biting his brother and sister, arguing with his dad and me, kicking, throwing tantrums, and acting like a baby when he didn't get his way. After we added Intuniv to his daily dose of Adderall, he is a completely different child. It has been wonderful. There has been less yelling and arguing, less fighting, he actually gets along and plays with his brother and sister and us. I love this medicine! I only wish we found it sooner. Thank you for giving us our son back!"""
intuniv,For ADHD,"For ADHD""I’m (female) rapid cycling bipolar 2 and ADHD and PMDD. My doctor did a genetic test and found that I have a defect in the adrenaline pathway. My dopamine pathway is ok, which means Adderall and co wouldn’t work for me. Hence, she prescribed me this drug since it works on adrenaline regulation. I’m 37 and 65 kilos. On 1mg, I already felt a massive difference and on 2mg, I’m even better. Less depression, less anxiety, less irritability, almost no food cravings only real hunger, less heart racing, less urge to move. I have no dry mouth, no sleepiness, no abdominal pain, etc. The only negative side effect I feel is maybe a 30 percent decreased libido and it takes me longer to reach orgasm. I strongly believe that this drug works for me so well given I actually need it, i.e., I HAVE that genetic defect. So please, everybody, have your tests done."""
intuniv,For ADHD,"For ADHD""This is a great medicine. I have known that my daughter, now 7, has always been extremely energetic and talkative her entire life, but her impulsivity, inability to concentrate on work (or play), and energy were really interfering with her school and home life. I was so stressed out every day. The behavioral problems were never-ending. I mean this child was ALWAYS in trouble, poor girl! She is now like the little girl that I always knew was hiding away in there, but would only rarely come out. She has all of the same positive personality traits plus more. I feel like I can finally connect with her, like her brain just clicked and she is now living in the same reality as everyone around her instead of lost in her mind. It does make her sleepy."""
intuniv,For ADHD,"For ADHD""So far so good. My 14-year-old just started this drug. He’s ADD and has had major setbacks in life because of it. Stimulants helped, however, this drug has made him able to verbalize thoughts, think clearly, remember (most noticeable), engage with friends and make friends, be much more organized, plan things, be attentive in a calmer way, recognize when he needs the bathroom, communicate feeling and sensation in his body, the list goes on. Wish we’d known about this drug (and doctor) 7-8 years ago."""
intuniv,For ADHD,"For ADHD""My son has been taking Intuniv for 3 years now and has shown major improvements. The prior medications were causing my son to have tics and violent outbursts. This medication helps him more with concentration and focus, but when that is under control, I notice the hyperactivity is more tolerable. My son's grades improved drastically, and I no longer receive phone calls from his school and teachers (this was a weekly if not daily occurrence)."""
intuniv,For ADHD,"For ADHD""My son is 8 and was diagnosed with ADHD recently. This is the first medication he has taken. We started at 1mg, working our way up to 3mg, and it's taken in the evening around 5pm. Once at 3mg, my son was extremely sleepy, even falling asleep in class and on the bus ride home. He was emotional about everything, even looking for toys, he would cry. He also experienced terrible tummy aches. He became very irritable, I'm guessing because he was sleepy. I had his doctor lower the dosage to 2mg, and he is becoming that little guy I know again! He's still kind of sleepy but not as bad, and his teacher is noticing a big improvement in his focus at school. We are still working out the kinks, but I am hopeful! Best of luck to you all!"""
intuniv,For ADHD,"For ADHD""My 11-year-old son has ADHD with an anxiety disorder. This medication has helped him manage his anxiety (he is much happier) and he is able to focus better on managing everything from time to his emotions. He has better stamina mentally and can perform mental tasks for longer periods of time. He is also acting more mature and being more responsible. He takes 2mg at night 1 hour before bed along with gummy melatonin to help him sleep. He sleeps well and feels good during the day. Overall, this medication has helped him a great deal. It's like it took him out of his anxious rut and gives him a better outlook."""
intuniv,For ADHD,"For ADHD""My son is almost six years old and was recently diagnosed with ADHD. He was evaluated due to the fact that he was always in trouble in school, home, and getting kicked off of the bus. He also seemed to struggle with focusing on us when we talked. His doctor had us try Intuniv... we started at 1 mg every morning. The positive change was very noticeable. He was calmer, had a less aggressive attitude, and even used his indoor voice. It did make him sleepier but that only lasted for the first two days. He is on his third day of 2 mg and is doing well. For the past few weeks, he hasn't been getting into trouble at school and his bus driver said he is doing amazing. He also seems to be focusing better."""
intuniv,For ADHD,"For ADHD""I was diagnosed with Bipolar 2 and ADHD. Stimulant control of ADHD was out of the question because it would exacerbate Bipolar 2. My doc started me tentatively on Intuniv and told me I may be groggy at first, but over time it could help me feel more calm and focused. She was right. The first day I took it right before bed and woke up feeling lethargic. But every day since got progressively better. I was more calm, experienced less anxiety and mood swings, was able to focus and handle stresses more easily, and because I wasn't so anxious or emotional I wasn't overeating. My weight leveled out, I was sleeping through the night and quit getting insomnia, I was able to sit still through classes without fidgeting and really concentrate."""
intuniv,For ADHD,"For ADHD""The first few days on 1 mg in the morning, he was so tired in the afternoon, but by the 5th day he was doing better. At 2 mg, it started over but never faded. After 3 weeks, the Dr. suggested taking it at night, but it was no better. He would fall asleep on his desk after lunch, in the car or on the couch after school, and just completely lost his personality. He was calm and could focus better, but he never laughed, was never silly, barely played, it was awful. We tried going back to 1 mg but had more trouble focusing again, so we tried 1mg in the morning and 1 in the evening. But he was still a little zombie. So we gave up. I'd rather have him bouncing off the walls than too tired to laugh and play."""
intuniv,For ADHD,"For ADHD""I would like to say that my son is 10 years old and is a non to limited verbal level 3 autistic child. We have tried everything and I feel as though this medicine has brought my little boy back. He is no longer experiencing insomnia the way he used to, he's so much happier, he is trying to communicate more, he is working well with others, he smiles and laughs like he used to. I could not be more pleased with what this medicine has done and he has not been on it for even the full week. I highly recommend this medication to my fellow autism ADHD mama who never get to sleep and are stretched too thin and have trouble with getting their child to relax and focus. This is not a stimulant medication. This is not an addictive medication, this is a godsend and I think whoever made this medication, it is definitely the best possible medication for an autistic child. I couldn't rate it higher than 10, and if I could, it would be an 11."""
intuniv,For ADHD,"For ADHD""The brand version of Intuniv has been extremely helpful for my son with helping him to moderate his ADHD behaviors. He was diagnosed with the hyperactive subtype, and the problematic behaviors all but disappeared while taking a daily 2mg dose. He has been taking Intuniv for over 4 years now with no observed side-effects."""
intuniv,For ADHD,"For ADHD""I'm an 18-year-old male. I've been taking ADHD medications since I was 7 years old. The big problem I had with them is anxiety. I was taking 80mg Vyvanse previously and was able to drop it to 60mg with 1mg Intuniv. This worked great and helped solve some of my anxiety. Since my workload has increased dramatically, I had to once more increase my doses slightly. It's my first day on 70mg of Vyvanse and 2mg Intuniv. Honestly, this medication is very good. As a little bonus, I find it really helps control and notice one's own impulsive behaviors. Overall, very good. I'll keep you posted on how the 2mg on Intuniv works. (I'm 155 lbs, 5'10. Started Intuniv 5 months ago.)"""
intuniv,For ADHD,"For ADHD""My son was diagnosed with ADHD a few years ago, and like most parents, I refused to believe that anything was 'wrong' with my son. After research, I decided against medication because of the TERRIBLE reviews and side effects... until I heard about Intuniv. It has been one of the BEST decisions that I have ever made. He still has his happy little personality and is still a rambunctious little boy, but he is able to sit in class without bouncing off the walls, and his grades have really improved. Like previous reviews, he was very tired and had headaches in the beginning, but as the Dr promised, that quickly faded. He is 8 now and will remind me if I forget to give it to him because he says that it makes him feel better, and he sleeps like a log."""
intuniv,For ADHD,"For ADHD""This drug is awful. It doesn’t help ADHD at all, okay. It sedates you and turns off your inhibitions, which makes you less impulsive. But that’s not helping ADHD at all. Same goes for autism and anxiety. You can argue that it helps certain things, but for a drug to work, you need to stay functional and not completely shut off and brain dead. I could not function normally while on this. I was a zombie all day. Side effects were lightheadedness, loss of appetite, sleeping a lot, pins, nausea, and bodily dissociation."""
intuniv,For ADHD,"For ADHD""This medicine was magical! My husband and I were shocked how fast this medicine worked for our son, who is 8 now. It literally worked overnight, we couldn't even believe it. This medicine was life-changing for our family and such a great way. Three years later, he is still on it, but he's on 3mg now because of his age and weight. The only problem I believe he did get from it was constipation. We have that under control now."""
intuniv,For ADHD,"For ADHD""I have to say, I am ALL FOR INTUNIV. My husband and I tried EVERYTHING for my stepson's ADHD. He had a history of seizures, but we still tried the medicines that cause them. This is how desperate we were. My stepson is 7 years old and was suspended from school. He hit, kicked, screamed, cried, etc. My husband was called to get him from school countless times. It was exhausting. His school finally told us, in no uncertain terms, he was not welcome at the school unless we got his behavior under control. We switched his schools, and his new school rated a child's behavior with colors every day. Green, purple, yellow, and red. Obviously, my stepson brought home yellow and red every day. One day my husband got a call to come get him from school. He had thrown a fit and run in front of a car trying to escape his teacher. My husband finally said enough was enough and brought him back to the doctor. He was put on Intuniv. Here comes the miracle! Within two weeks he was like a different child! Green card EVERY day! Helpful, polite, CONTENT! I can't believe it. He is, granted, still a 7-year-old boy. But his ADHD is FINALLY under control!"""
intuniv,For ADHD,"For ADHD""I notice that my daughter was having problems in fifth grade. She would not sit still and would always be getting up to throw paper out, and she would notice who was the last one that went to the restroom. I spoke to the teacher and told them to please evaluate my daughter because it seems like she has ADHD. They said she was fine. When I started to see her grades dropping, I immediately took her to Miami Children's Hospital to see the neurologist. They tested her, filled out some papers, and yes, she has ADHD. I've tried Concerta, Strattera, Vyvanse, and Adderall, but the best medicine that has worked for my daughter is Intuniv! She had all F's, and now at 15 years old and her first year of high school, she has all A's and B's. Thank you, Intuniv!"""
intuniv,For ADHD,"For ADHD""It's has been a miracle. My son is 7 and on 1 mg for 8 weeks. He has PDD and ADHD. His impulsiveness and odd behavior last year was so bad that they took him out of the classroom and put him full time in an autistic support room. They pulled all academics from him and were just trying to finish the year without him hurting any other kids. It was bad. I was looking at outpatient facilities for him in case we barely made it through the year. In summer, we tried many medicines, all not effective. The last one was Intuniv. He was so tired for 3 weeks. Week 4 was when the miracle happened. His anger was gone, impulsiveness less. School started and things were great. He is back in the classroom. There have been no incidences of aggression. It has saved him."""
intuniv,For ADHD,"For ADHD""My 7-year-old grandson has been on Intuniv for 16 days. He had been on 40 mg Vyvanse alone, with it wearing off totally after 5 hours. We were reevaluated because of this and Dx changed from ADD to ADHD. Intuniv was added to his regimen. We started out at 1 mg and upped to 2 mg after 7 days. We give it to him around 7 pm, and by his 8 pm bedtime, he is calming down and is able to fall asleep within 5-10 minutes. I have seen a tremendous improvement in his attitude, ability to focus, and coping skills. He was unable to sleep well while on the Vyvanse alone. This is allowing him the ability to get the much-needed deep sleep, and this also is helping him out. One good thing: Medicaid started covering it on 10/1/12."""
intuniv,For ADHD,"For ADHD""I started my son on guanfacine 1mg at night. He was 7. This is after trying a Prozac/clonidine mix to treat his ADHD, which I hated because all my kid did was sleep. With the guanfacine, which is the generic for Intuniv, he is doing great! The 1mg at night didn't work well though. After all the adjustments I made, I ended up giving him 1 mg in the morning and 2 mg at night. This combo works great and my kid does not sleep all day. In fact, he hardly naps, he has made friends in school and is doing great!"""
intuniv,For ADHD,"For ADHD""My son is halfway through his fourth week of Intuniv. We became concerned when he began this last week, when he started taking the highest dose he will be on. For two days, he could hardly get out of bed, was very cranky, and slept for nearly 8 hours on a drive home from school vacation (very unusual for him.) I called his doctor on Monday morning and she said to stick it out a few days. See how he did at school, and with getting up in the morning. The last two days have been problem free. He is MUCH more agreeable than ever. He is less emotional (a good thing), less cranky. He is remembering all the things he should. Overall his behavior is better. We have tried many different medications and so far this is the most effective."""
intuniv,For ADHD,"For ADHD""I would like to share my experience with Intuniv for those specifically with comorbid ADHD/Bipolar. It initially improved working memory (easier to take time to perform tasks such as not jumping ahead while reading), then, as it works on 2A receptors, created a DECREASED DESIRE to perform the tasks. Essentially, it lowers NE. So, lower motivation, which nearly completely negates the easier task performance. THIS IS A COMMON THREAD. Therefore, works better in conjunction with stims. It also created depersonalization. Finally, it caused a unique mixed episode with grandiosity and irritability, but psychomotor retardation and grumpiness. Think increased prefrontal, decreased limbic. Bipolars BEWARE. We are different than strict ADHD cases."""
intuniv,For ADHD,"For ADHD""My son has been on med since he was 5 for ADHD. He is 8 now. They started him on methylphenidate (Adderall). He didn't gain weight or grow at all, hardly. He is now on Intuniv, and we love it. He eats the house down. It's not a stimulant, so that's wonderful."""
intuniv,For ADHD,"For ADHD""My 18-year-old ADHD plus anxiety daughter takes this med at bedtime. It has changed her life. You do have to start at the lowest dose and advance up to the therapeutic dose. You do have to stay well-hydrated to avoid constipation and low blood pressure. The trade-off in the loss of almost all of her anxiety behaviors and her eagerness to now seek out activities and social interaction outside the house is amazing. We could not have achieved this without the close monitoring of her pediatrician. Our insurance does cover the generic at a very reasonable co-pay."""
intuniv,For ADHD,"For ADHD""The best medicine for my child. Insurance will no longer pay for it so it costs $374.00 for 30 pills. Sadly, we cannot afford this, so my child is going to have to suffer. Life is going to be very hard. The drug companies and their price gouging need to be investigated."""
intuniv,For ADHD,"For ADHD""My daughter did well at the 2mg dose of Intuniv for about 2 months, then they upped her to 3 mg and shortly after she went for a weekend visit and the medicines were not given to her. Monday morning she was dosed and around 9 am she fell asleep at school. The staff was unable to wake her. She was rushed to the ER where they found that her blood pressure was extremely low. She was taken off Intuniv. POINT OF STORY: If you miss doses, don't start back at the top dosage. Gradually reintroduce it to their systems from a lower dose."""
intuniv,For ADHD,"For ADHD""I’ve been experiencing side effects that make my day-to-day life very difficult. I’m dizzy, I feel like my vision is blacking out when I walk, I’m extremely lethargic, and find myself sleeping all the time. I’ve been having stomach problems, a high heartbeat (and I thought Intuniv was supposed to subdue you), an extremely dry mouth, and so much anxiety. I haven’t even noticed any positive changes in my ability to focus since I’m constantly disoriented or asleep."""
intuniv,For ADHD,"For ADHD""Our son is 15 now. He was never really hyper, but very easily distracted. Doctors diagnosed him with ADD. We never had him on any meds since his only problems were his lack of attention. But it was hard on us as we had to sit with him constantly to get his homework done and basically had to reteach everything he had 'learned' in school. We took him out of the public school and put him into a private school for kids with learning disabilities. We still had to reteach and sit with him. We put him on INTUNIV as it is clearly non-stimulant. What a difference! He can do his work on his own, his grades are good and the side effects have been non-existent. I read that at his dose, 2mg, side effects are almost zero."""
intuniv,For ADHD,"For ADHD""My 11-year-old son has ADHD & ASD. After bad experiences with stimulants, we tried Strattera. He was on it for 3 years but it was not the best for him. Finally, the doctor and we decided to trial him on Intuniv. We weaned him off the Strattera over 6 months as we were also titrating the Intuniv. He is now off the Strattera and on Intuniv, 2mg twice a day (am & pm). It works great. He is a model student and finally calm enough to handle school to his full potential. He is compliant and agreeable... in control, no longer hyper... but the drawback is the weight gain. He already had a weight issue but now it is out of control, up 10 pounds from August to December. I feel terrible for him."""
intuniv,For ADHD,"For ADHD""I've got to say that being on Guanfacine HCL ER (Generic Intuniv) for 30 days now has been a game changer. Hard to believe him when my doctor says it has not even kicked in all the way yet. As an otherwise healthy 31 y/o male, I used to be on Strattera for over 6 yrs, so have had good results with non-stimulant medications, but the nausea was terrible - would literally puke every day. Tried then being on Qelbree, max dose - headaches and no benefit after over 6 mo. So, here's the deal: He started me on 1mg/day of this in the evenings. Then titrated every five days by 1mg until we got up to 4mg, where I am holding steady now. Just filled my second supply of 4mg tablets. Mental clarity, precision, focus, more work friends, and IMPULSE CONTROL (no pornography now) are the biggest +'s - all things I liked about Strattera; it made me a better person, vs. stimulants that just make me grind. Hope to quit vaping next. Armodafinil in AM & Intuniv w/ Journay/Lexapro in PM has done the trick."""
intuniv,For ADHD,"For ADHD""I'm ADHD, no H included. My 11-year-old daughter is also ADHD. Ritalin has always worked just fine for me, however, I decided to try Intuniv after my doctor prescribed it for my daughter, saying that it was better because it wasn't habit-forming and that it wasn't a stimulant. After 2 weeks of feeling extremely tired, I then began to have headaches, feel like I was going to collapse at any given moment, and couldn't even drive due to the extreme comatose state I felt I was in. My vision also became blurred, and I was very dizzy. I can see how this medication might benefit someone with ADHD as it lowers blood pressure and seems to slow the person down, but I don't recommend it for ADHD. It was a miserable nightmare! I took my daughter off it as well."""
intuniv,For ADHD,"For ADHD""Day 2, and I already feel my mood is better, it’s helping my anxiety. I feel calm, most of all happy, it just makes you feel so happy. I’m laughing and enjoying my day. I was compelled to leave a review because it’s working so well. I have anxiety, OCD, depression, and ADHD. This med is amazing."""
intuniv,For ADHD,"For ADHD""I would rate Intuniv an 11 if possible. My son is Autistic & ADHD, began taking Intuniv at age 10. The 1st week he took it was 1st time in his life he slept through the night for an entire week. He must take in AM, not PM. Now age 18, just returned to brand, as generic was a disaster. Intuniv = miracle."""
intuniv,For ADHD,"For ADHD""We started my 5-year-old on this. The 1 worked for him for a few weeks, then we noted an increase in aggression and hyperactivity. They upped him to 2 mg, and now he has not slept in days, no more than 4 hours a night, and then he wakes and starts kicking the door to his room and screams at the top of his lungs until we get him up. He has trashed his bedroom and said he noticed curtains moving when there is no movement. He is loud, violent, and swearing. I called the doctor right away after the first night of him saying his curtain rod was moving, so they said take it at night instead, but then waking up for a week at 3 am has been a nightmare. We are so stressed and overwhelmed with this behavior. He is out of control."""
intuniv,For ADHD,"For ADHD""At 7 years old, my son was diagnosed with ADHD. We tried a few medications like Concerta and Vyvanse. Both were terrible, either made him a zombie or completely took his appetite away. I discussed with his doctor my concerns about his lack of weight gain, and she suggested Intuniv. We started at 1 mg, increased to 2 mg, and finally settled on 3 mg. He's done wonderfully with this dose for almost 2 and a half years. Since last Christmas, things have taken a downfall, and now we're looking at increasing to 4 mg. It makes me nervous. I just hope I'm making the right decision for him."""
intuniv,For ADHD,"For ADHD""While Intuniv didn't help me focus as well as Vyvanse or Ritalin, it still helps a fair amount with staying focused without any of the irritability. It also takes quite a while to start working. Overall, I'd give it a try; I've been on it for roughly 10 years now."""
intuniv,For ADHD,"For ADHD""I love Intuniv! It takes time to help with focus, but it started helping with my anxiety within the first week of taking it. I take it in the morning since I take clonidine at night to help me sleep. It made me tired at first, but that eventually went away. Definitely try clonidine and Intuniv if you respond poorly to stimulants!"""
intuniv,For ADHD,"For ADHD""My son was given Intuniv on October 8th of this year. He was on it for eleven days when he started having really bad uncomfortable full body tics. I stopped the medication Sunday night. It's now Wednesday, and he's still having tics. The doctor says it will wear off, but as parents, it's very scary."""
intuniv,For ADHD,"For ADHD""This has to be taken at least 3 weeks to see if it works/get adjusted to the body. This has been a transformation for my little brother age 6, still in kindergarten. He used to be very moody and seemed to get very hyper all the time. I would recommend this med to anyone suffering from ADHD and other behavioral issues. Side effects seem to be tolerable and get less over time. I have had mild headaches and vivid dreams."""
