Drug Name,Condition,Review Text
concerta,For ADHD,"For ADHD""Concerta has been a life-changing drug. My studies have become more interesting, and I have a long attention span. I wake up before tests to study and have more motivation to do laborious tasks. It has helped with my learning disabilities in regard to memorization, math, and writing. I can read without checking my phone every minute. The downsides are you become antisocial, don't eat lunch, and don't have much of a sex drive. Once the medication wears off, you become hungry and return to normal. In my opinion, the benefits outweigh the cons. I do believe I have developed a tolerance, so I will be upping my dosage from 36 mg to 54 mg in the near future. If you are struggling in school, this medication is for you! I wish I had this earlier in my life so I could choose a more challenging major."""
concerta,For ADHD,"For ADHD""This medication has made a huge improvement for my son. He is doing better in school and has no side effects, which is a major plus to me. No mood swings, fits of rage, or emotional meltdowns. I would recommend trying this medication to anyone."""
concerta,For ADHD,"For ADHD""This is my 4th ADHD medication tried, and by far the best so far. I tried amphetamines and non-stimulants first. Adderall XR and IR had awful crash that would ruin the rest of my day, excessive thirst/dry mouth, and headaches. Strattera wasn't taken long enough to be therapeutic, it just made me depressed so discontinued. 36mg Concerta has provided a level of symptom relief that I did not know was possible. I don't crash on this medication, it just slowly wears off. I'm not getting dry mouth or headaches, and eating is way easier on this med than the Adderall. I wish that I had tried this medication first, I have never felt so calm in my entire life. I just wish that it lasted 10-12h as advertised, as I'm only getting about 8h out of it."""
concerta,For ADHD,"For ADHD""I'm a male, 29 years old and weight approximately 155 lb. I was diagnosed with ADHD 5 years ago. I tried Dex, but felt it was too potent, had bad crashes, so I decided to stop taking stimulants completely. Until today, I decided to try Concerta at 27 mg. In my opinion so far, it's definitely smoother and calming compared to other stimulants where you feel wired. It also helped with my attention and focus. Only downfall is it only lasted literally 2 hours. I'm hoping it's because of the dosage, so I'll see if I can raise it to 36 mg. PS if anyone has had the same issue with it wearing off too fast and found a solution, please share :) Cheers!"""
concerta,For ADHD,"For ADHD""My current dosage to treat ADHD and depression is 37 mg slow release twice daily, morning and noon. Although the medicine does not completely relieve my ADD behavior (distraction, silliness, loud speaking, impulsive acts, lack of sustained focus, poor listening skills), it does permit my mind to focus better and to self-regulate my actions. I am also doing therapy, and my wife spends a great deal of her considerable intelligence and thoughtfulness improving my mental health and, in consequence, our married life. The medication certainly helps to motivate for work, meeting and talking with people, and generally feeling a sense of my ability to function."""
concerta,For ADHD,"For ADHD""Some of these experiences are quite alarming! I never experienced the really harsh side effects such as depression, suicidal thoughts, and any other bad side effects. I've been taking Concerta ever since I was 8. I was taken off of Concerta when I was 21, and I actually went downhill after that. I lost a lot of my friends, and I can't control my thoughts, daydreams, and mood swings, and my performance at my job declined rapidly to the point where I almost lost it. I am 23 now and just got back on Concerta and am super happy with how it has organized my mind!"""
concerta,For ADHD,"For ADHD""I am 18 years old. I took this medication for 2 years, if I remember correctly, in elementary. Yes, it helped me focus better in school somewhat, but at the same time it had taken my appetite away, gave me insomnia, stomach cramps, mood swings, and hallucinations. If I skipped a dose, I would get physically sick. I would NOT recommend this medication."""
concerta,For ADHD,"For ADHD""Amazing medicine. Helped with my recently diagnosed ADHD-PI (ADD). I am on 27 mg and have no known side effects. It has boosted my grades, and my work is done quicker. It is the best thing that has happened to me. I haven't registered my ADD as a chronic illness, but know I will get it covered fully if I do."""
concerta,For ADHD,"For ADHD""On it for 5 months now, and all I have to say is WOW. I have battled nervousness, anxiety, and a very, very low stress threshold for all my life (I'm 32 now). It all changed when I started taking Concerta. Started with 16 mg, and felt a lot more relaxed, but also started to develop a foggy kind of feeling in my head. After 2 weeks, the dose was upped to 36, and the foggy feeling subsided a bit. Then on 54 mg, 2 weeks later, it was like I could see things more clearly. My memory improved, I'm 'sharper', I actually feel smarter. All of my anxiety, nervousness, etc. is gone. Cons: had a persistent fungal infection for a while (on my foot), allergic reaction (redness), and slight tinnitus, but all in all very, very satisfied. A lifesaver for me!"""
concerta,For ADHD,"For ADHD""I am a 28-year-old female with ADD and a mild form of narcolepsy. Before Concerta, I was tired and sleepy ALL the time and distracted. It’s gotten to the point where it was affecting my work. I thought enough was enough and went to my doctor. Concerta was the first medication he prescribed, and it’s the best. But we experimented with Adderall (good pill but knocked me out at 7:00 PM after it wore off, so it didn’t address narcolepsy) and Ritalin (heart rate was just insane) and Vyvanse (gave me anxiety that I never had). With Concerta, I have 0 side effects, I am never sleepy anymore (but sleep well at night), and distraction levels have decreased significantly. Giving it a 9 because I am not at 100% with focus. I wish it were slightly stronger."""
concerta,For ADHD,"For ADHD""I am 34 years old. I started with 27 mg. Over several weeks, I worked up to 36 mg in the morning, then 10 mg in mid-afternoon. My husband has seen an improvement in my mood. I feel less angry and better able to cope with daily life. I stay awake during the day now (I was very fatigued pre-Concerta and sleeping a lot). I am sleeping the best I ever have at night. My mind doesn't race as much as it used to. I still experience anxiety, but it hasn't increased since Concerta. I get more headaches, and I seem to continuously suck and rub my tongue on the inside of my mouth. It annoys me and causes tongue ulcers, but I guess it is a small price to pay."""
concerta,For ADHD,"For ADHD""Started Concerta 5 weeks ago. Started with a 'pediatric' dose (I'm almost 40) and worked up to 54 mg. LOVE that I can finally focus and finish tasks, work is getting completed, my lists are getting checked off, and I'm making it to appointments on time. THEN...2 weeks ago, slight insomnia started to get worse, and minor anxiety...thought it was various life issues I was dealing with. Tonight...I'm dealing with severe insomnia and anxiety so bad I can barely sit and research my problem. I have a check-up with my doctor in 2 weeks, I'm calling tomorrow to get in sooner. I'm very upset as it solved my ADD problems and thought I started a new life...I do not want to start the trial and error roller coaster all over."""
concerta,For ADHD,"For ADHD""I was diagnosed with inattentive ADHD when I was in 4th grade. As a child, I did not take any medication as I experienced bad side effects. When I turned 16, I started taking the medication in order to help with my schoolwork. Now I’m 22 years old and studying engineering. The medication is really helpful in my academic life, however, it increased my depression and anxiety. Over the years I’ve been taking it, the medication decreased in its effectiveness, and I had to continually up the dosage. I’m only saying this because for anyone who needs to use it, they need to be aware and check themselves and their mental state. If you continuously ensure that it doesn’t negatively affect your mental state and your personal relationships, then it is a very helpful and lifesaving drug. Just be careful and aware."""
concerta,For ADHD,"For ADHD""I am 20 years old, and I did exceedingly well in high school and nursing school without ADHD medication. Once I graduated and moved into the workplace, my ADHD spun completely out of control. I had a very hard time adjusting. This medication has helped me think clearly, focus on tasks, and stop me from being so impulsive and rude. My appetite has gone down for sure, but I try to focus on superfoods I can eat in small amounts. I think it's important to have coping strategies and work through your ADHD before jumping straight to medications. I would highly recommend this medication for adults who are struggling, not for children, though."""
concerta,For ADHD,"For ADHD""My 12-year-old son has been on Concerta ER for 9 months after switching from Metadate. He responds quite well to it, and his grades are fantastic. He is much less mouthy on it and rarely gets into trouble at school. So far, so good."""
concerta,For ADHD,"For ADHD""Since starting Concerta a year and a half ago, everything from being impulsive and lousy concentrating is ten times better, although I still suffer from time to time, and every workday is a challenge, but it simply makes everything easier!"""
ritalin,For ADHD,"For ADHD""I'm 24 y.o male that self-diagnosed ADHD about 6 months ago. From as far back as I remember, I was restless, inattentive, depressed, and forgetful, but I didn't know what was wrong with me. I thought that everybody has a unique behavior and mind, and so this 'unusual type' is mine, and I should control it by myself! From childhood, I was the kid who study hard but gained little, who is forgetful, who is weak in math, who is lazy. Anyway, now I'm a medical student, and I found out that I have ADD after a long story. I told this to my attending physician, and he confirmed that I have ADD, then prescribed Ritalin 10mg per day and increased that to the dose of 10mg three times a day. The best word I can tell you about Ritalin for ADD patients is 'Miracle'. Now, for the first time in my life, I understand the meaning of being calm, being happy, being focused, being organized, and many other good 'being's'. It was a huge change in my life, and I'm happy for that. The side effects for me were very mild and went away with time, and I want to continue it."""
ritalin,For ADHD,"For ADHD""I've always known that I battled with either ADD or ADHD since childhood. I never bothered to get formally diagnosed, but if left untreated, it results in severe anxiety and depression. Due to this, I lost my job and realized that it was affecting the quality of life. I got assessed and diagnosed at the age of 43 with Adult ADHD - severe. I was really scared to take the Ritalin because of the bad reputation it has, but the difference was immediate. I feel calm, at peace, no more anxiety, can focus. It is life-changing. Side effects minimum. I think this med is demonized unnecessarily. I have my life back."""
ritalin,For ADHD,"For ADHD""35-year-old adult male, undiagnosed ADD my whole life, depression, and anxiety as well. This drug has completely turned me around. 20mg in the morning, 10mg in the afternoon. When on it, I don't feel high, just alive. I'm awake, alert, focused, and most importantly, out of my shell. I don't dread work, I welcome it, I hunger for tasks. I almost immediately go from insecure introvert to confident extrovert. Unfortunately, it's very difficult to function now without it. I refuse to abuse it, so I am very strict with my 30mg per day. When it wears off, I completely revert back to my old self."""
ritalin,For ADHD,"For ADHD""I am a 33-year-old male. After years of cycling through pretty much all antidepressants on the market, including SSRIs, SNRIs, and tricyclics, I was starting to get desperate and hopeless and ready to give up on my life. I was stoked to encounter a diligent psychiatrist who concluded that my suffering was caused by untreated ADHD. I have been prescribed Ritalin. This medication saved my career, my relationship, and my life in general. My mind is clear, my anxiety and depression are resolved. I am no longer hopeless about my future, and I finally managed to feel the joy of living. Compared to my experience with antidepressants, I feel very natural and 'myself'. I can experience a full range of emotions again. The side effects are minimal, especially compared to antidepressants. Looking in retrospect at my life and getting a bit more educated about ADHD, I have realized that all my past struggles made perfect sense - I was misdiagnosed and treated with wrong medications for a very long time."""
ritalin,For ADHD,"For ADHD""At 48 years old, I was diagnosed with severe ADHD/combined. I started on 10mg of generic Ritalin four days ago. This is the closest thing to a real miracle that I have ever experienced. For my ENTIRE LIFE, I believed that I suffered from major depression and social anxiety disorder. Every last thing in life was difficult. My memory was terrible - forgetting every single day what I was talking about mid-sentence, forgetting why I went into rooms, forgetting goals that I had set just a day or two prior. Years of undiagnosed and untreated ADHD left me with a nervous breakdown and unemployed (after a 23-year, very STRESSFUL, career as a public school teacher). I never thought I would ever work again. That was almost two years ago. Now that I am on the medication? 1) My anxiety is GONE. 2) My depression is GONE. 3) I can remember what I am doing - whether that be in a task I am performing or in a conversation that I am participating in. 4) I feel calm. AMAZING!"""
ritalin,For Narcolepsy,"For Narcolepsy""I struggle with the Lethargic-type Depression. The Symptoms: lack of motivation, laziness, apathy, a-sociability (not caring about having others or relationships, NOT the same as anti-social), flat effect, low energy, excess sleeping, difficulty processing and connecting-the-dots, like when reading things for example, poor concentration, lack of drive, staying at home all day doing nothing, not getting a job, lack of determination and perseverance, giving up easily, low attention-span, etc. Ritalin works great for 'Lethargic Depression', and even MORE so when combined with my Cymbalta (60mg once-daily). I take 20mg in the morning, and I have a lot more energy. Just cleaning the dishes doesn't seem like an exhausting burden anymore. My facial expressions and effect don't seem flat, zombie, stiff and mask like. I can process what I'm reading more clearly. I CARE more and FEEL more. I feel motivated, and more active, no longer just sitting and watching TV all day, letting the house turn into a pit. I'm being productive, I can keep many things at the front of my head without forgetting. Overall I've gone from the walking, living dead -to- a living, happy, productive person. Overall, I take 90-120mg of the regular Ritalin (methylphenidate) in divided doses throughout the day."""
ritalin,For ADHD,"For ADHD""First off, it was horrible for me. I will never go back to Ritalin ever again. I was on 10mg of Ritalin and it lasted around 2 hours. It was the weirdest experience. I felt simultaneously euphoric, jittery and stimulated, but also lazy and just wanted to sleep (???). It did give me a strong boost of energy which lasted throughout the day. After 2 hours was when things got really bad. I guess this is the 'crash'. It made me horribly depressed, anxious, and filled with rage. The anxiety was so bad that every single thing I set eyes on would trigger me, like looking at the laundry basket filled with laundry. I also felt extremely anti-social and didn't want to talk to anyone, not even my husband. Finally towards the end of the night I would return to my normal self again, but you can imagine the emotional roller-coaster I experienced the entire day. I tried to brush it off and chalked it down to stress. But looking back now, I am 100% certain that it was all due to the Ritalin."""
ritalin,For ADHD,"For ADHD""39-year-old female that was first diagnosed in my early 20s, but I'd been being treated for anxiety for so long that I assumed it was a misdiagnosis. After a slew of failed benzos, every class of reuptake inhibitor, and a horrible experience with a low-dose antipsychotic, I accepted the ADHD diagnosis, and Ritalin is nothing like I feared it might be. 10mg 2x/daily doesn't give me energy or euphoria, it simply makes me more aware. I have better comprehension skills, move more deliberately, and I don't talk over people. I pay closer attention while driving, haven't even been pulled over for speeding since starting this medication (previously an almost monthly occurrence), I'm patient, and I sleep better. The only side effect I've experienced is drowsiness when it wears off, which is extremely inconvenient mid-day, but that's what calendar reminders are for. Combined with therapy, proper diet, and exercise, it allows me to be authentic with myself and others."""
ritalin,For ADHD,"For ADHD""39 years old. Battled with ADHD unknowingly my entire life. Turned to alcohol before getting diagnosed as this would help me deal with constantly being wired for sound! Unfortunately this also caused my liver enzymes to go out of whack. Stopped drinking, this led to depression which led to psychological treatment and ADHD was diagnosed. So gutted I have been so late to get diagnosed and get treatment. Ritalin has changed my life. I am focused and organized for the first time ever."""
ritalin,For ADHD,"For ADHD""My son has been taking Ritalin for around 6-8 months and the difference in him is just unbelievable. His school work has improved, his spelling and comprehension have gotten a lot better, and he has excelled in maths and can actually remember what he has learned. He socially gets along better with other children and is less destructive when in a group setting. I was very hesitant to put my son on meds but now realize I made the best choice for him."""
ritalin,For ADHD,"For ADHD""I have been taking Ritalin for 8 years. It worked great for the first 5 years. Then I switched to Vyvanse, which was a massive mistake and damaged my heart. So now I'm back on Ritalin for 2.5 years. My dosage at the beginning was 10-20 mg Ritalin per day. It increased over the years to 60-80 mg per day. But 2 years ago, something weird happened, and I became more sensitive to it again. So now I'm back at 20 mg per day, and it works great. Some side effects I experienced are tachycardia and slight dizziness in the evening. But I really have to say, this drug is a life-changer. Without it, I would have never been able to go to med school and become a doctor now."""
ritalin,For ADHD,"For ADHD""I'm in my mid 30s & was diagnosed with ADHD approx 4 months ago. I started on 10 mg 2x a day & am currently on 20 mg 3x a day. I tried Daytrana, the Ritalin patch, but it made me aggressive & hungry! In less than a month, I had gained 20 lbs. I'm back on the pill & so far I love it! I wish I had this back in school! Unfortunately, my mom wasn't a believer in ADHD. I am calmer, can think rationally vs. going straight off emotions, the racing thoughts have ceased & I can complete tasks I start now. It's also given me more motivation in my life. Before Ritalin, I was ready to give up on life & did nothing. I can now take care of responsibilities! My mood has even improved & my patience with my children & people in general has vastly improved."""
ritalin,For ADHD,"For ADHD""This medicine is incredible. I've had ADD for about 20 years, as long as I've been alive, and college has exacerbated the condition, so my neurologist prescribed Ritalin to me. This starts to wear off after about 2.5-3.0 hours, but it works absolute miracles. The whole time before, whenever I tried to work, it was like I was seeing the world through warped glasses and my mind was just foggy, like it was full of ice and cotton, but now the entire world is beautifully, wonderfully clear! This is truly an amazing medicine, but be sure to follow your doctor's orders with it, as it can have side effects."""
ritalin,For ADHD,"For ADHD""22, Male, ADD, Anxiety disorder. Ritalin (Methylphenidate) is amazing. However, there's a catch: it enhances focus but does not direct your focus towards a subject that you're not interested in. I experience extreme euphoria, confidence, and optimism for about 1 hour (it builds up gradually, peaking at the 2-hour mark with 10mg). If you use this daily, tolerance builds up quickly after every 2 weeks (for me). When I stop taking it, I feel depressed for days but it will wear off as 'naturally occurring chemicals' reach equilibrium again. I suggest cycling it according to your productive days: 3-4 days a week and the rest off (avoiding tolerance and dependence). It enhances your current focus, so start working/studying for 15-30 minutes THEN take it. I've researched the most irrelevant topics which excite me the most for hours, only to find that within 30 minutes the Ritalin's effects are going to wear off."""
ritalin,Unknown Condition,"""I'm a 58-year-old female and I've taken Ritalin for about 16 years. This drug changed my life. It wasn't until the 80s that it was determined that you could have ADD without being hyperactive. Consequently, growing up, I was considered an underachiever. I dropped out of college and worked low-level management positions until I was diagnosed. My life changed when I was prescribed Ritalin. I became focused and organized. I set goals and followed a plan to achieve them. I returned to college and graduated, helping me secure a wonderful job where I excel. If you have been prescribed this drug, do not hesitate to try it. It's never too late to be the person you always knew you could be."""
ritalin,For ADHD,"For ADHD""I'm a 47-year-old female and I was diagnosed with ADD and a few other illnesses after my only child was murdered. I am on 20mg three times a day. I have found that Ritalin works the best for me in staying focused and keeping my head together, not all over the place. It's not a 100% cure-all, but I can tell a difference for the good. The only bad experience I had was when I ran out and didn't have them for three days, it caused me to go through withdrawal. That wasn't a pleasant experience, so I make sure I fill them on time and take them like I'm supposed to."""
ritalin,For ADHD,"For ADHD""I’m a female (I think ADHD affects us a little differently), and I was diagnosed 4 months ago at the age of 26. I always kind of knew I had ADHD, although I was always a good, quiet kid, so that bit didn't add up. I now take 15 mg of Ritalin in the morning and 10 mg in the afternoon. I haven’t noticed any “life-changing” things, although I am so much more talkative and confident, as if my social anxiety is gone. My head is also a lot quieter. I have energy to do things now, but this is all so exciting I end up doing the wrong things (finally buying new clothes instead of my uni work)."""
ritalin,For Depression,"For Depression""I was diagnosed with post-traumatic stress disorder from the Iraq War, which also goes along with adult ADHD and depression. They say it has a lot to do with my mind, having so many thoughts of what happened and what is happening racing through it that I guess it basically just gets worn out like exercising. But once they started me on Ritalin 20 mg three times a day, it helped a lot. I felt more focused, less worried, and in time, just felt more rested and calm. I did have to force myself to eat at first as I lost my appetite until I got used to it."""
ritalin,For ADHD,"For ADHD""I'm a mid-fifties male that recently started taking Ritalin. I've been on it for about 3 months now and really like the changes. The ability to stay on task is amazing. I take the immediate release 2x per day (10mg/pill). It takes about 30 minutes for the effects to kick in, but it is subtle. Each dosage lasts about 4 hours. I take the first pill around 8:00 am and the second at 1:00 pm. I take it Monday - Friday, and sometimes on weekends, if I have a project I'd really like to get completed. At this point, I haven't experienced any noticeable side effects. Yes, it does kill your appetite during the 4-hour cycle, but it does return quickly thereafter. For anyone looking for the best vitamin/supplement for improved productivity due to ADHD, just go to your doctor and take something that's proven effective and regulated by the FDA."""
ritalin,For ADHD,"For ADHD""I was diagnosed with severe ADHD - inattentive type, and Ritalin literally is the difference in me getting through my To-Do list or just wondering what in the world I have been doing all day. Over the years, I have run across multiple medical professionals who will not prescribe this medication. Like an idiot, I listened to them and tried other medications. ALL of these medications had worse side effects and did NOTHING to correct my ADHD. They tried all of the non-stimulant medications and Bupropion HCL - none worked and several had VERY bad side effects. Medical professionals who refuse to listen to their patients should lose their license to practice. You are messing with people's lives here, people! The worst side effects I had with Ritalin were appetite suppression and mild anxiety, specifically if I drank too much coffee with the medication. This is over a period of 15 years on the medication."""
ritalin,For ADHD,"For ADHD""30, female, ADD, 95 lbs. Just to share what I have experienced for starting on Ritalin (5 mg) today for the very first time. I did not feel anything on the first pill (at 1:10 pm) and I took the second one around 7 hours later (around 7:50 pm). The second one kicked in around 2 hours later. I was alert and could stay patient at one task before jumping onto the next one. I also felt talkative, so I responded to a couple of emails efficiently (it usually takes me a while to draft an email) and got on social media to greet friends (I do not chat on social media much, I am never good at keeping in touch with people). It was until 4 am and I felt my body needed rest, but my brain was still alert. I put myself to sleep, but then I woke up with a fast heart rate just 1 hour and 10 minutes later. At this moment, I finally feel it is wearing off as I am typing. I know this because it has taken me 20 minutes so far to write this comment - I am reverting to the attention-deficient and anxious myself."""
ritalin,For ADHD,"For ADHD""I have ADHD, and today was my first day on Ritalin, and it sucked! The effects lasted for an hour, and when it did work, I felt like a zombie and didn't want to move. It also made me tired and kind of sensitive to sound. And, it didn't even make me feel focused, so really, what's the point?"""
ritalin,For ADHD,"For ADHD""I had ADHD for many years. It already saved my life. Clarity, concentration, memory, work, focus, I stopped drinking, began to work, be stable, organized, serious, focused, had good work, and could pay my bills. A month ago, a doctor I didn't know removed my lifesaver, saying I didn't have ADHD and never had... which is false, multiple doctors in the past have confirmed I have ADHD. This random doctor ruined my life. I'm not functional, have apathy, anhedonia, memory loss, depression, can't drive, can't concentrate, can't focus, trouble paying things, narcolepsy, feel depressed, can't work, can't find initiative. I look forward to finding my Ritalin back. Depression sucks. Just need it to live. It was my lifesaver. Good luck."""
ritalin,For ADHD,"For ADHD""I love Ritalin. I have a wonderful peace that I never had before. I am 61 years old and have just started taking it for the last few weeks. I can actually concentrate now. I am not so fidgety. I wish I had this about 55 years ago. One thing I noticed, I am dreaming where I don't remember dreaming in years."""
ritalin,For ADHD,"For ADHD""(F35) Like many others, I went through many different antidepressants and mood stabilizers, even EMT, and nothing would help me with depression, lack of attention, and energy. When I was finally diagnosed with ADD, I was worried because I am bipolar, that the medicine would make me hypomanic, but quite the opposite, it makes me relax and focus. I don't need to spend the afternoon in bed like I used to. I can finally go back to work full-time. For me, it's best to not take it in the morning when I am more fresh, and wait until I have the afternoon crash that happens between 12 and 2. I try to do a single dose of 10 mg, unless I have to work after 5, in that case, I take the second. I also try to take it only 3 or 4 days a week to avoid tolerance and becoming too dependent. It does increase my anxiety a bit at night, but nothing too serious."""
ritalin,For Narcolepsy,"For Narcolepsy""I've been taking Ritalin for 3 years for Narcolepsy. I was very unwilling to try it at first, but after much research and a push from my doctor, I was finally alert and able to think clearly for the first time in years. I've had to alter my dose at times and currently take 10 mg twice a day. I work part-time and try to alter my lifestyle so I won't need to up my dose too soon. I can't imagine life without it and hope it continues to work for years to come."""
ritalin,For ADHD,"For ADHD""I'm 54 years old and recently started taking 10 mg once a day, 5 times a week (usually weekdays). After years of talking about projects and ideas, it is now quite easy to get and stay on task. It's not like I didn't get things done before, but now I am motivated to complete tasks. In the past, most projects that required any substantial amount of time to complete would immediately be put on the back burner. Now I feel motivated to see them through. In the past, I would self-medicate with large amounts of coffee, but that only lasted for so long. Now, I have switched to decaf and take medication once I get to the office. My dosage is minimal at this point and I have a follow-up to see where I'm at in regard to possibly changing the dosage in a couple of weeks. With my dosage (immediate release), I can tell the medication is kicking in as I start to feel warmer. That takes about 30 minutes. As others have stated, this dosage lasts about 4-5 hours. So far, so good."""
ritalin,For ADHD,"For ADHD""I have been on Ritalin for 5 months now and it works great for my ADHD. I wish I would have been on it when I was in high school, maybe I would have finished high school. I am 25 years old and I'm going for my G.E.D. so I can go to college. I am so happy now, I can concentrate and do things that I was never able to do. The only con is that it is not lasting as long as it did when I first got on it. I really believe Ritalin saved my life."""
ritalin,For ADHD,"For ADHD""I'm a 56-year-old male. 87 kg. Recently diagnosed with ADHD as I'm easily distracted & can't concentrate easily. I'm in good health and successful & don't get depressed. Unfortunately, Ritalin has NO effect on me at all. I have no feeling of it coming on or wearing off. All I get is a dry mouth at higher doses. I began fast release 10 mg @ 8 am & 10 mg @ 1 pm. Then upped to 20 mg am & 20 mg pm. Then 30 & 30. Nothing. No effect or change in how I feel. Then tried slow release SR 40 mg am & 40 mg arvo. Still nothing. Then tried 20 mg fast with 40 mg SR in the morning. But was distracted on the phone & mistakenly took the same dose 15 min later. So 120 mg in one hit. I expected to have heart racing & some sort of 'buzz', but NOTHING. Very disappointing. Would like to try Adderall or similar."""
ritalin,For ADHD,"For ADHD""I was given Ritalin for the first time yesterday at my ADHD test appointment. I am a 43-year-old woman. I got sober 3 years ago but never managed to find any sort of real joy in living, and I was beginning to think I would allow myself to end it because it's just one long struggle all day with no rewards. Then Ritalin! Everything changed in 30 minutes. I had a feeling that I think I have been looking for my whole life but had started thinking wasn't even real and that I just had 'too high expectations' to how life should feel. Suddenly I just relaxed. Years of tension left my entire body in an instant. My mind was clear. I felt a sense of calm and safety that I have never experienced before. The meds have worn off now but I can't stop crying! I hugged my husband last night and enjoyed it for the first time in I can't remember. I told him I loved him this morning and I felt it, I meant it! I did math in my head without any self-doubt. A miracle!"""
ritalin,For ADHD,"For ADHD""This drug has been nothing but a miracle for me. After years of suffering with concentration/attention problems and a string of failures, this drug has allowed me to achieve what I want and excel in my academics and life. I take 20 - 30 mg/day, 3 - 5 days a week, with regular drug holidays. If you have ADHD and are suffering because of it, with a history of failures in your life, you won't regret getting treatment."""
ritalin,For ADHD,"For ADHD""(18 M) I recently got diagnosed with ADD and was given Ritalin. 5 mg per day as a start-up dose. I have dabbled with other drugs in the past, like cannabis, LSD, mushrooms, and morphine. I took Ritalin for two days before deciding to quit. Never in my entire life have I ever felt this level of addiction, nor have I ever crashed this bad on any drug. I have suffered with severe depression, OCD, and anxiety for some years. The crash gave me a rebound to my past psychosis."""
ritalin,For ADHD,"For ADHD""I'm 28 yrs old and just started taking this 2 months ago. I abused meds in my teens & for the past 6 yrs have turned down prescriptions for fear of addiction & losing my personality and control. I gave Ritalin a shot at 10mg 2/day, 5 days/week none on weekends. I wish my parents would have taken me to a doctor to get checked out about 20 years ago. In 2 months I have been able to focus and concentrate on things like never before. I went from being an average student and poor test taker to above average and testing well. I don't snap at people as much as I did prior to taking. And still feel in control of who I am. The downside is I had to cut back on my coffee consumption. It's a good cause!"""
ritalin,For Narcolepsy,"For Narcolepsy""I have taken this medication for over 5 years to help me stay awake due to a narcolepsy diagnosis. The drug is very effective, and I have not become addicted in any way, although I have developed a tolerance to the medication and have had to increase my dosage to now the highest amount available. I will most likely have to change to another medication. The side effects have also increased, including mood swings and feelings of depression when the drug wears off, and now I am convinced that it is time to switch medications. Even with these increased side effects, without this drug, I wouldn't have been able to function as a normal human being, and now I am nervous that I won't be able to find another medication that was this effective."""
ritalin,For ADHD,"For ADHD""I've been taking methylphenidate (Ritalin) for years, and it helps, but I must take Tylenol with it, or I get a headache. I'm more focused and energetic. Not wiping away my ADD 100%, but it works on many levels."""
ritalin,For ADHD,"For ADHD""Went on Ritalin for the first time today, and I hated it. Took 5 mg at 8:30 a.m. and then another 5 mg at 12:30 p.m. Within an hour of taking both times, I was falling asleep at my desk and had to follow up with a coffee to stay awake. I didn’t feel as though it made me any more alert or focused. The second pill I took after an hour and a half, I felt hot and my heart rate increased. I did notice it suppressed my appetite for 3 hours. In the afternoon, I suffered severe irritability, to the point where I was yelling at colleagues, then suffered what I believe was a panic attack. Felt not in control, was crying uncontrollably. I forced myself to work out so I could work the Ritalin out of my system. Horrible :("""
ritalin,For ADHD,"For ADHD""After taking this medication, extended release Concerta at 36 mg for roughly two years, here's a review. What this medication helps with: * Being more organized. * Being more physically and emotionally resilient to stress. * Less easily startled or flustered when curveballs occur in life. * Better memory, retain information more quickly, in fact, in several instances, absolutely flawlessly. * Higher libido (baseline was quite low). * Higher energy levels. * More talkative and outgoing. * Less inhibited socially, and less fearful of consequences, less fearful of others' manipulative behavior, better able to defend myself from it. Now the not-so-good stuff: * Angrier. * Muscle tension. * One-track-minded. * Irritated if pulled away from an important task. * Create unrealistic expectations of others, become disappointed when they cannot live up to them. * Organization borders on obsessive-compulsive behavior at times. * Less kind. * More serious. Less human, more shark."""
ritalin,For ADHD,"For ADHD""I have been taking Ritalin for about a month now. It really helps me focus on things. But a downfall is that it is really hard to multitask. I can only concentrate on one thing at a time, and that makes it very difficult for my schoolwork. Also, I have had a huge loss of appetite. I am not hungry, EVER. During the month I have been on this medicine, I have lost almost twenty pounds due to the fact that I never want to eat."""
ritalin,For ADHD,"For ADHD""I have been taking Ritalin for almost 3 years, and it has been great. I had ADHD in high school and college. I couldn't focus, listen to lectures, read well, or study. I saw a doctor during college, and he prescribed me Ritalin 20 mg 3 times a day (I had long days in college). I was finally able to read well, study, and focus. I love learning now, I'm motivated, and my mood improved. Now I take 20 mg 2 times a day (I graduated and go to bed earlier). It lasts around 4 hours. I never experience withdrawal or major sleepiness when I don't take it. Side effects: difficulty sleeping if taken too close to bedtime and appetite loss (minor). I highly suggest an eating schedule and drinking lots of water so you don't eat too little. I would often forget to eat in the beginning."""
ritalin,For ADHD,"For ADHD""I have been using Ritalin 10 mg for the past 3 weeks now. I am 28 years old and I suspected for a long time now that I have ADHD. Not being able to concentrate or focus, prioritize tasks and having depression (I am not taking medication for this) caused a lot of anxiety for me over the past 4-5 years. Ritalin has helped a lot with my studies and kind of calms me. I am pretty quiet when I take it also. It's great for if you need to use it for work or study, but for everyday use, I wouldn't like it. - In the first 45 mins it gives me a slight euphoric feeling. - Makes me want to do productive activities. - Causes slight headaches if I don't drink plenty of water. I would recommend it. (I have tried Adderall in the USA and that was even better)"""
ritalin,For Narcolepsy,"For Narcolepsy""I have been on Ritalin for 20 years. It has worked great. While working full time, I took 20 mg twice daily. Now retired and taking only 10 mg each morning, I feel more tired, but being retired, I function well and can rest anytime I need to."""
