drug,side_effect,comment,score
dexstrostat,depression,"Zenzedi (dextroamphetamine) for ADHD""I'm 37, was diagnosed with ADHD at 9. My parents thought it was rubbish due to my grades and voracious reading, and that my typical ADHD (and ASD) traits were me being lazy, immature, bratty, or oversensitive. After two decades of life failure (grades don't predict success), I sought treatment. Only Zenzedi (NOT any of the generic d-amps) helped reliably with my inability to not procrastinate, interrupt, lose things, feel so overwhelmed that I avoided everything. Unfortunately, there is a shortage of this med and I've heard that it may be discontinued in favor of a new 'non-abusable' IR d,l-amp product by the pharma corp that makes Zenzedi! And like many medical decisions made in this era, citizens have no ability to change the outcome.""",1.9000787883996964
dexstrostat,depression,"""I was a horrible student all through high school. I was convinced I was stupid. I became the class clown to hide my shame. That was fifty years ago. Now, at seventy, I look back on the career I forged as a successful television writer, knowing I couldn’t have done it without Dexedrine. For me, it was magical—smooth and non-addicting. Yes, it can get the ticker beating more rapidly at times. Because of this and heart disease in my family, my cardiologist suggested I stop. I did, and I have not been as productive since. Stopping the medication after having taken it daily for over twenty-five years was simple. No withdrawal. Zero. I slept a little more initially. That is all. True ADD is a tragedy. It robs people of their potential, leaving them shadows of what they could be. Don’t give up on yourself. If you really do suffer from it—and I mean suffer—find a doctor who specializes in ADD, get tested, and get on this medication. A calmer, more productive you awaits.""",1.8970517218112946
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""Have been taking Dexedrine spansules (10 mg) for over 2 years, three times per day. I never knew I had rank ADHD all my life - problems with school, the law. I am 47 and have noticed my ambition for life has increased, having more energy. I used to be tired a lot, complaining, generally overall agitated. At the same time, I have many comorbidities to deal with but fortunately don't have to take any anxiety meds. Dexedrine is all I know, and I am satisfied with the results.""",2.2481033504009247
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""Great medicine, I recently restarted this medicine after 10 years and I feel normal again. This medicine has given me great peace in my life. I feel calm and collected, and I'm quickly understanding what it's like to have 'free time'. I insist that people who find results using this medicine ensure those in government understand the increase in quality of life we are all experiencing. I've rated this medicine 10/10 purely because any cons I've experienced are meaningless compared to being given a life.""",2.1818371415138245
dexstrostat,anxiety,"Dexedrine (dextroamphetamine)""This drug is incredible. Without this drug, I would not be able to work 45 hours a week. I went on a leave of absence until I got 20 mg. I crave sleep almost all the time when not on this drug. On the Dex, I can get up and get to work. It increases my energy level 3 out of 10. So a 4/10 becomes a 7/10. Which is my max (ok, rarely an 8). I have 1/10 days, usually 2 to 3 days a month, so I skip taking the Dex and sleep 15 hours. I shall add I get zero side effects, so I am very fortunate. The Dex is not a miracle, but it allows me to make $$ for my family. I enjoy working, and I also enjoy some free time. Without it, frankly, my life would be a disaster.""",2.167693927884102
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects.""",2.154922276735306
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""I was diagnosed with ADHD six months ago. I am 30 years old. My whole life has been a big problem with taking school, finance, and friendship seriously. I have, on the other hand, been a person with a good mood, charm, and a sense of adventure. All these are good qualities you think? Not really. I've developed alcoholism, I've never had a financial surplus, I've lost touch with most of my good friends, and I've never accomplished anything I've set myself the goal of. I began to understand why my life has become so miserable. I started exposing myself to all kinds of things - for the first time I felt solid - a sense of integrity. At the same time, it was a great stress. After a month, I began to think that my whole life had just been a big joke. Before you start taking this medicine: Be prepared to experience identity disorder. NEGATIVE: My hair has gone from thick to thin, my skin is not so smooth anymore, and sometimes sleep can be very difficult.""",2.1505380421876907
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""I have no official diagnosis yet. I don't remember ever feeling so at peace. My mind is still. I can breathe for the first time. I relax like never before. A wee bit sleepy. This will make me a better, much happier person instead of who I was: someone who was always racing around in circles, chasing my tail.""",2.1271525770425797
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""So I started Zoloft in my 20s, it worked really great for a couple of years. So when I got any depression flare-ups again, I was put on antidepressants, but noticed they weren’t working anymore. I still feel those symptoms: sadness, low self-esteem, no energy to do anything, forgetting things, procrastinating a lot, hard to concentrate and finish a task. I wondered if I had ADD. It all pointed to Adult ADD. I told my doc of my beliefs and maybe I was misdiagnosed. I tried more antidepressants which were having no effect. Then my therapist convinced my doctor to prescribe me Dexedrine 10mg just in the morning. The first day I took my pill, my eyes were open, the energy was there, and I couldn’t believe it worked. Now, on the 3rd day with just one 10mg pill in the morning, it stopped working. In my opinion, I believe a lot of people are misdiagnosed, thinking they have depression instead of ADD or ADHD.""",2.1069045960903168
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""Been on Vyvanse for 3 years, Adderall XL, & Adderall for another 3 years with limited success. I take a lot of other medications for mania & am always tired in addition to lacking focus... for the first time in years, I can watch a movie, read a book, make it through multitasking a workday. Maybe this is what normal is meant to feel like—a world without yawns and easy distractions? Have I truly found a way to make it through a two-hour movie? I think a new chapter in my life just opened...""",2.1019239723682404
dexstrostat,anxiety,"Dexedrine (dextroamphetamine) for ADHD""Adderall 30mg/day = you feel like a genius, work hard, EYES OPEN WIDE. But at the end of the work day, I still couldn't stop myself from falling asleep on the skytrain at around 4:30 pm when I try to read. Don't think it helped much with depression and anxiety. Dexedrine 3 10mg/day = You have tunnel vision, Focused, block out distractions, helps with my severe anxiety. I think the depression is pretty under control too. Can read all day if I want. Could have really used this when I began my studies, 4 years ago! Not a month ago, with one course.... Either one, I think you perform better at work and school, but Adderall just wore off, so studying after work, you would still need coffee, or a power nap""",2.097615733742714
dexstrostat,anxiety,"Zenzedi (dextroamphetamine) for ADHD""I'm 37, was diagnosed with ADHD at 9. My parents thought it was rubbish due to my grades and voracious reading, and that my typical ADHD (and ASD) traits were me being lazy, immature, bratty, or oversensitive. After two decades of life failure (grades don't predict success), I sought treatment. Only Zenzedi (NOT any of the generic d-amps) helped reliably with my inability to not procrastinate, interrupt, lose things, feel so overwhelmed that I avoided everything. Unfortunately, there is a shortage of this med and I've heard that it may be discontinued in favor of a new 'non-abusable' IR d,l-amp product by the pharma corp that makes Zenzedi! And like many medical decisions made in this era, citizens have no ability to change the outcome.""",2.0887161791324615
dexstrostat,aggression,"Dexedrine (dextroamphetamine)""This drug is incredible. Without this drug, I would not be able to work 45 hours a week. I went on a leave of absence until I got 20 mg. I crave sleep almost all the time when not on this drug. On the Dex, I can get up and get to work. It increases my energy level 3 out of 10. So a 4/10 becomes a 7/10. Which is my max (ok, rarely an 8). I have 1/10 days, usually 2 to 3 days a month, so I skip taking the Dex and sleep 15 hours. I shall add I get zero side effects, so I am very fortunate. The Dex is not a miracle, but it allows me to make $$ for my family. I enjoy working, and I also enjoy some free time. Without it, frankly, my life would be a disaster.""",1.752340443432331
dexstrostat,aggression,"Dexedrine (dextroamphetamine) for ADHD""Great medicine, I recently restarted this medicine after 10 years and I feel normal again. This medicine has given me great peace in my life. I feel calm and collected, and I'm quickly understanding what it's like to have 'free time'. I insist that people who find results using this medicine ensure those in government understand the increase in quality of life we are all experiencing. I've rated this medicine 10/10 purely because any cons I've experienced are meaningless compared to being given a life.""",1.7390694990754128
dexstrostat,aggression,"Dexedrine (dextroamphetamine) for ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects.""",1.6812439411878586
dexstrostat,aggression,"Zenzedi (dextroamphetamine) for ADHD""Zenzedi is my favorite ADHD medication by far, little side effects, lasts a long time, no strange tolerance buildup either. I take it in the morning, and it works 100x better than Mydayis, Adderall brand or not, the weird chewable one, and Vyvanse. I've been on all of them, I think, and I really find this one to be the best. My insurance doesn't cover it, but I don't care, it's worth it - I'd rather spend money on one drug that helps rather than a bunch of other ADHD medications combined.""",1.6397742927074432
dexstrostat,aggression,"Dexedrine (dextroamphetamine) for ADHD""Have been taking Dexedrine spansules (10 mg) for over 2 years, three times per day. I never knew I had rank ADHD all my life - problems with school, the law. I am 47 and have noticed my ambition for life has increased, having more energy. I used to be tired a lot, complaining, generally overall agitated. At the same time, I have many comorbidities to deal with but fortunately don't have to take any anxiety meds. Dexedrine is all I know, and I am satisfied with the results.""",1.6308456063270569
dexstrostat,aggression,"Dexedrine (dextroamphetamine) for ADHD""I was diagnosed with ADHD six months ago. I am 30 years old. My whole life has been a big problem with taking school, finance, and friendship seriously. I have, on the other hand, been a person with a good mood, charm, and a sense of adventure. All these are good qualities you think? Not really. I've developed alcoholism, I've never had a financial surplus, I've lost touch with most of my good friends, and I've never accomplished anything I've set myself the goal of. I began to understand why my life has become so miserable. I started exposing myself to all kinds of things - for the first time I felt solid - a sense of integrity. At the same time, it was a great stress. After a month, I began to think that my whole life had just been a big joke. Before you start taking this medicine: Be prepared to experience identity disorder. NEGATIVE: My hair has gone from thick to thin, my skin is not so smooth anymore, and sometimes sleep can be very difficult.""",1.6260991618037224
dexstrostat,aggression,"Zenzedi (dextroamphetamine) for ADHD""After years of Adderall and the inconsistency in quality offered by generics, Zenzedi is the only medicine that has worked great for two years now. No hard crashes with mood swings. Effective for 4 to 6 hours depending on my food choices for the day. No insomnia problems as long as the last dose is between 4 and 5 pm. I'm prescribed 30mg 3 times daily.""",1.618847168982029
dexstrostat,aggression,"Dexedrine (dextroamphetamine) for ADHD""I have no official diagnosis yet. I don't remember ever feeling so at peace. My mind is still. I can breathe for the first time. I relax like never before. A wee bit sleepy. This will make me a better, much happier person instead of who I was: someone who was always racing around in circles, chasing my tail.""",1.6146651059389114
dexstrostat,aggression,"""I was a horrible student all through high school. I was convinced I was stupid. I became the class clown to hide my shame. That was fifty years ago. Now, at seventy, I look back on the career I forged as a successful television writer, knowing I couldn’t have done it without Dexedrine. For me, it was magical—smooth and non-addicting. Yes, it can get the ticker beating more rapidly at times. Because of this and heart disease in my family, my cardiologist suggested I stop. I did, and I have not been as productive since. Stopping the medication after having taken it daily for over twenty-five years was simple. No withdrawal. Zero. I slept a little more initially. That is all. True ADD is a tragedy. It robs people of their potential, leaving them shadows of what they could be. Don’t give up on yourself. If you really do suffer from it—and I mean suffer—find a doctor who specializes in ADD, get tested, and get on this medication. A calmer, more productive you awaits.""",1.6095756366848946
dexstrostat,aggression,"Zenzedi (dextroamphetamine) for ADHD""I'm 37, was diagnosed with ADHD at 9. My parents thought it was rubbish due to my grades and voracious reading, and that my typical ADHD (and ASD) traits were me being lazy, immature, bratty, or oversensitive. After two decades of life failure (grades don't predict success), I sought treatment. Only Zenzedi (NOT any of the generic d-amps) helped reliably with my inability to not procrastinate, interrupt, lose things, feel so overwhelmed that I avoided everything. Unfortunately, there is a shortage of this med and I've heard that it may be discontinued in favor of a new 'non-abusable' IR d,l-amp product by the pharma corp that makes Zenzedi! And like many medical decisions made in this era, citizens have no ability to change the outcome.""",1.6091904193162918
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine) for ADHD""Have been taking Dexedrine spansules (10 mg) for over 2 years, three times per day. I never knew I had rank ADHD all my life - problems with school, the law. I am 47 and have noticed my ambition for life has increased, having more energy. I used to be tired a lot, complaining, generally overall agitated. At the same time, I have many comorbidities to deal with but fortunately don't have to take any anxiety meds. Dexedrine is all I know, and I am satisfied with the results.""",2.2575537636876106
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine) for ADHD""Great medicine, I recently restarted this medicine after 10 years and I feel normal again. This medicine has given me great peace in my life. I feel calm and collected, and I'm quickly understanding what it's like to have 'free time'. I insist that people who find results using this medicine ensure those in government understand the increase in quality of life we are all experiencing. I've rated this medicine 10/10 purely because any cons I've experienced are meaningless compared to being given a life.""",2.254995033144951
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine) for ADHD""I was diagnosed with ADHD six months ago. I am 30 years old. My whole life has been a big problem with taking school, finance, and friendship seriously. I have, on the other hand, been a person with a good mood, charm, and a sense of adventure. All these are good qualities you think? Not really. I've developed alcoholism, I've never had a financial surplus, I've lost touch with most of my good friends, and I've never accomplished anything I've set myself the goal of. I began to understand why my life has become so miserable. I started exposing myself to all kinds of things - for the first time I felt solid - a sense of integrity. At the same time, it was a great stress. After a month, I began to think that my whole life had just been a big joke. Before you start taking this medicine: Be prepared to experience identity disorder. NEGATIVE: My hair has gone from thick to thin, my skin is not so smooth anymore, and sometimes sleep can be very difficult.""",2.2244260013103485
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine) for ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects.""",2.2118735760450363
dexstrostat,abnormal behaviour,"Zenzedi (dextroamphetamine) for ADHD""I'm 37, was diagnosed with ADHD at 9. My parents thought it was rubbish due to my grades and voracious reading, and that my typical ADHD (and ASD) traits were me being lazy, immature, bratty, or oversensitive. After two decades of life failure (grades don't predict success), I sought treatment. Only Zenzedi (NOT any of the generic d-amps) helped reliably with my inability to not procrastinate, interrupt, lose things, feel so overwhelmed that I avoided everything. Unfortunately, there is a shortage of this med and I've heard that it may be discontinued in favor of a new 'non-abusable' IR d,l-amp product by the pharma corp that makes Zenzedi! And like many medical decisions made in this era, citizens have no ability to change the outcome.""",2.198711097240448
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine) for ADHD""So I started Zoloft in my 20s, it worked really great for a couple of years. So when I got any depression flare-ups again, I was put on antidepressants, but noticed they weren’t working anymore. I still feel those symptoms: sadness, low self-esteem, no energy to do anything, forgetting things, procrastinating a lot, hard to concentrate and finish a task. I wondered if I had ADD. It all pointed to Adult ADD. I told my doc of my beliefs and maybe I was misdiagnosed. I tried more antidepressants which were having no effect. Then my therapist convinced my doctor to prescribe me Dexedrine 10mg just in the morning. The first day I took my pill, my eyes were open, the energy was there, and I couldn’t believe it worked. Now, on the 3rd day with just one 10mg pill in the morning, it stopped working. In my opinion, I believe a lot of people are misdiagnosed, thinking they have depression instead of ADD or ADHD.""",2.170961894094944
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine)""This drug is incredible. Without this drug, I would not be able to work 45 hours a week. I went on a leave of absence until I got 20 mg. I crave sleep almost all the time when not on this drug. On the Dex, I can get up and get to work. It increases my energy level 3 out of 10. So a 4/10 becomes a 7/10. Which is my max (ok, rarely an 8). I have 1/10 days, usually 2 to 3 days a month, so I skip taking the Dex and sleep 15 hours. I shall add I get zero side effects, so I am very fortunate. The Dex is not a miracle, but it allows me to make $$ for my family. I enjoy working, and I also enjoy some free time. Without it, frankly, my life would be a disaster.""",2.1545977517962456
dexstrostat,abnormal behaviour,"Zenzedi (dextroamphetamine) for ADHD""After years of Adderall and the inconsistency in quality offered by generics, Zenzedi is the only medicine that has worked great for two years now. No hard crashes with mood swings. Effective for 4 to 6 hours depending on my food choices for the day. No insomnia problems as long as the last dose is between 4 and 5 pm. I'm prescribed 30mg 3 times daily.""",2.1511626914143562
dexstrostat,abnormal behaviour,"Dexedrine (dextroamphetamine) for ADHD""This is a wonderful medication. I am so happy I switched from Adderall. I find the focus and concentration to be awesome. Without a doubt, it is the cleanest feeling ADHD medication on the market. If you have co-morbid anxiety disorders, this is the medicine to go for. I always felt anxious on Adderall or Ritalin, but the Dexedrine is so smooth that I find my anxiety is being helped! I would definitely recommend this to anyone who has ADHD, especially when others have caused increased agitation. I believe this is the best ADHD medicine on the market.""",2.0751620084047318
dexstrostat,abnormal behaviour,"""I was a horrible student all through high school. I was convinced I was stupid. I became the class clown to hide my shame. That was fifty years ago. Now, at seventy, I look back on the career I forged as a successful television writer, knowing I couldn’t have done it without Dexedrine. For me, it was magical—smooth and non-addicting. Yes, it can get the ticker beating more rapidly at times. Because of this and heart disease in my family, my cardiologist suggested I stop. I did, and I have not been as productive since. Stopping the medication after having taken it daily for over twenty-five years was simple. No withdrawal. Zero. I slept a little more initially. That is all. True ADD is a tragedy. It robs people of their potential, leaving them shadows of what they could be. Don’t give up on yourself. If you really do suffer from it—and I mean suffer—find a doctor who specializes in ADD, get tested, and get on this medication. A calmer, more productive you awaits.""",2.0575985684990883
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""Have been taking Dexedrine spansules (10 mg) for over 2 years, three times per day. I never knew I had rank ADHD all my life - problems with school, the law. I am 47 and have noticed my ambition for life has increased, having more energy. I used to be tired a lot, complaining, generally overall agitated. At the same time, I have many comorbidities to deal with but fortunately don't have to take any anxiety meds. Dexedrine is all I know, and I am satisfied with the results.""",0.40592485666275024
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""I'm 46 and was diagnosed with ADHD 2 times when I was a kid but never took the medicine. My life's always felt out of control and an emotional roller coaster. I tried Adderall first, but it made me too jumpy. I switched to Dextroamphetamine, and once I got past the first week and up to my 20 mg a day, everything became so much easier to deal with in life. Less stress, better sleep at night, and makes me feel 'normal'. Best medicine in the world, but the cost is absolutely ridiculous as I have no insurance.""",0.38336020708084106
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""So I started Zoloft in my 20s, it worked really great for a couple of years. So when I got any depression flare-ups again, I was put on antidepressants, but noticed they weren’t working anymore. I still feel those symptoms: sadness, low self-esteem, no energy to do anything, forgetting things, procrastinating a lot, hard to concentrate and finish a task. I wondered if I had ADD. It all pointed to Adult ADD. I told my doc of my beliefs and maybe I was misdiagnosed. I tried more antidepressants which were having no effect. Then my therapist convinced my doctor to prescribe me Dexedrine 10mg just in the morning. The first day I took my pill, my eyes were open, the energy was there, and I couldn’t believe it worked. Now, on the 3rd day with just one 10mg pill in the morning, it stopped working. In my opinion, I believe a lot of people are misdiagnosed, thinking they have depression instead of ADD or ADHD.""",0.37602320313453674
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects.""",0.37269264459609985
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""Teva's 5/10 mg Dexedrine tablets appear tainted and/or lack the correct active ingredient. It doesn't control symptoms and makes me feel miserable, hostile, and angry. I've been taking Dexedrine for years, allowing me to function well except for the Teva brand. All generics are not the same. I had the same problem with Teva Dexedrine a few years ago and switched pharmacies. Other generic Dexedrines worked for another 3 years. This month, it was again not working, making me feel miserable and not controlling symptoms. The manufacturer was not on the bottle, so I called the pharmacy. Yup, Teva! I've had more than 36 bottles of Dexedrine since the previous negative experience; none were Teva and all worked. Out of 36 vials, one did not work and made me feel miserable, and the only one was Teva. The odds (0.028) are too long for coincidence or expectancy effect. There's something wrong with the 5/10 mg tablets of Teva's Dexedrine. Teva is tainted or there's some other problem with it. Avoid!""",0.3717147707939148
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""The very best ADHD medicine I’ve tried! I started out on methylphenidate, which did absolutely nothing for me, then switched to Adderall, which worked but caused me anxiety quite often. After being on Adderall for a while, I did my own research and came across Dexedrine/dextroamphetamine and how tons of people who struggled with anxiety on other ADHD meds loved it. I asked my doctor to switch, and I am so thankful that I did!! With Dexedrine, I don’t feel anxious or jittery, but have tons of drive and focus to get things done! I have to point out, for those of you who like Adderall and the “speedy“ feeling you get from it, then Dexedrine may not be for you. However, if you are like me and don’t like feeling like you’ve taken a narcotic stimulant, then you should certainly try Dexedrine/dextroamphetamine… You won’t regret it!! It feels far more natural for me personally than Adderall ever did. I am so thankful for this medication!""",0.36952880024909973
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""This is a wonderful medication. I am so happy I switched from Adderall. I find the focus and concentration to be awesome. Without a doubt, it is the cleanest feeling ADHD medication on the market. If you have co-morbid anxiety disorders, this is the medicine to go for. I always felt anxious on Adderall or Ritalin, but the Dexedrine is so smooth that I find my anxiety is being helped! I would definitely recommend this to anyone who has ADHD, especially when others have caused increased agitation. I believe this is the best ADHD medicine on the market.""",0.36839574575424194
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""Been on Vyvanse for 3 years, Adderall XL, & Adderall for another 3 years with limited success. I take a lot of other medications for mania & am always tired in addition to lacking focus... for the first time in years, I can watch a movie, read a book, make it through multitasking a workday. Maybe this is what normal is meant to feel like—a world without yawns and easy distractions? Have I truly found a way to make it through a two-hour movie? I think a new chapter in my life just opened...""",0.368365079164505
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for ADHD""I have taken pretty much every type of medication for ADHD. Dextroamphetamine, by far, works best for me. While Adderall contains dextroamphetamine, the l-amphetamine, and it gives me very bad anxiety. Dextroamphetamine helps me focus without causing extra anxiety, and I prefer the instant release, which allows me to fall asleep. Ritalin caused anxiety even worse than Adderall did. One thing I recommend is to take a day or two off every week or so. If not, your tolerance might build up, and you might find the medication is not working. Also, you need to learn to pay attention to your body's other signals telling you when to eat. You probably will not feel hungry, and your stomach. This does not mean you don't need food, however.""",0.36415305733680725
dexstrostat,abdominal pain,"Dexedrine (dextroamphetamine) for Narcolepsy""I am 63 years old. I feel as if I have lost out on many years of living. I always had mental health issues. I managed to work for twenty-five years, off and on. I was never able to articulate my physical and emotional well-being very well to a doctor. I was just handed an antidepressant and a sleeping pill. I gave up trying to find an answer to my severe fatigue, insomnia, and deep depressions. I would beat myself up, since there has never been any reason I could pinpoint as to why I suffered so much. I feel I have slept my life away. Now I am finally hopeful. On a low dose of Dexedrine for one week, I slept a full 8 hours and have a positive feeling of a wonderful 25 years to come! Thanks for all the comments, which have given me renewed strength!""",0.36267897486686707
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""Have been taking Dexedrine spansules (10 mg) for over 2 years, three times per day. I never knew I had rank ADHD all my life - problems with school, the law. I am 47 and have noticed my ambition for life has increased, having more energy. I used to be tired a lot, complaining, generally overall agitated. At the same time, I have many comorbidities to deal with but fortunately don't have to take any anxiety meds. Dexedrine is all I know, and I am satisfied with the results.""",0.7447634041309357
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects.""",0.7335124909877777
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""So I started Zoloft in my 20s, it worked really great for a couple of years. So when I got any depression flare-ups again, I was put on antidepressants, but noticed they weren’t working anymore. I still feel those symptoms: sadness, low self-esteem, no energy to do anything, forgetting things, procrastinating a lot, hard to concentrate and finish a task. I wondered if I had ADD. It all pointed to Adult ADD. I told my doc of my beliefs and maybe I was misdiagnosed. I tried more antidepressants which were having no effect. Then my therapist convinced my doctor to prescribe me Dexedrine 10mg just in the morning. The first day I took my pill, my eyes were open, the energy was there, and I couldn’t believe it worked. Now, on the 3rd day with just one 10mg pill in the morning, it stopped working. In my opinion, I believe a lot of people are misdiagnosed, thinking they have depression instead of ADD or ADHD.""",0.7262822091579437
dexstrostat,decreased appetite,"Zenzedi (dextroamphetamine) for ADHD""After years of Adderall and the inconsistency in quality offered by generics, Zenzedi is the only medicine that has worked great for two years now. No hard crashes with mood swings. Effective for 4 to 6 hours depending on my food choices for the day. No insomnia problems as long as the last dose is between 4 and 5 pm. I'm prescribed 30mg 3 times daily.""",0.7256534099578857
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""Great medicine, I recently restarted this medicine after 10 years and I feel normal again. This medicine has given me great peace in my life. I feel calm and collected, and I'm quickly understanding what it's like to have 'free time'. I insist that people who find results using this medicine ensure those in government understand the increase in quality of life we are all experiencing. I've rated this medicine 10/10 purely because any cons I've experienced are meaningless compared to being given a life.""",0.7213310897350311
dexstrostat,decreased appetite,"Zenzedi (dextroamphetamine) for ADHD""I'm 37, was diagnosed with ADHD at 9. My parents thought it was rubbish due to my grades and voracious reading, and that my typical ADHD (and ASD) traits were me being lazy, immature, bratty, or oversensitive. After two decades of life failure (grades don't predict success), I sought treatment. Only Zenzedi (NOT any of the generic d-amps) helped reliably with my inability to not procrastinate, interrupt, lose things, feel so overwhelmed that I avoided everything. Unfortunately, there is a shortage of this med and I've heard that it may be discontinued in favor of a new 'non-abusable' IR d,l-amp product by the pharma corp that makes Zenzedi! And like many medical decisions made in this era, citizens have no ability to change the outcome.""",0.7019492089748383
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""I'm 46 and was diagnosed with ADHD 2 times when I was a kid but never took the medicine. My life's always felt out of control and an emotional roller coaster. I tried Adderall first, but it made me too jumpy. I switched to Dextroamphetamine, and once I got past the first week and up to my 20 mg a day, everything became so much easier to deal with in life. Less stress, better sleep at night, and makes me feel 'normal'. Best medicine in the world, but the cost is absolutely ridiculous as I have no insurance.""",0.7008251547813416
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine)""This drug is incredible. Without this drug, I would not be able to work 45 hours a week. I went on a leave of absence until I got 20 mg. I crave sleep almost all the time when not on this drug. On the Dex, I can get up and get to work. It increases my energy level 3 out of 10. So a 4/10 becomes a 7/10. Which is my max (ok, rarely an 8). I have 1/10 days, usually 2 to 3 days a month, so I skip taking the Dex and sleep 15 hours. I shall add I get zero side effects, so I am very fortunate. The Dex is not a miracle, but it allows me to make $$ for my family. I enjoy working, and I also enjoy some free time. Without it, frankly, my life would be a disaster.""",0.6963042616844177
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""I was diagnosed with ADHD six months ago. I am 30 years old. My whole life has been a big problem with taking school, finance, and friendship seriously. I have, on the other hand, been a person with a good mood, charm, and a sense of adventure. All these are good qualities you think? Not really. I've developed alcoholism, I've never had a financial surplus, I've lost touch with most of my good friends, and I've never accomplished anything I've set myself the goal of. I began to understand why my life has become so miserable. I started exposing myself to all kinds of things - for the first time I felt solid - a sense of integrity. At the same time, it was a great stress. After a month, I began to think that my whole life had just been a big joke. Before you start taking this medicine: Be prepared to experience identity disorder. NEGATIVE: My hair has gone from thick to thin, my skin is not so smooth anymore, and sometimes sleep can be very difficult.""",0.694982647895813
dexstrostat,decreased appetite,"Dexedrine (dextroamphetamine) for ADHD""This is a wonderful medication. I am so happy I switched from Adderall. I find the focus and concentration to be awesome. Without a doubt, it is the cleanest feeling ADHD medication on the market. If you have co-morbid anxiety disorders, this is the medicine to go for. I always felt anxious on Adderall or Ritalin, but the Dexedrine is so smooth that I find my anxiety is being helped! I would definitely recommend this to anyone who has ADHD, especially when others have caused increased agitation. I believe this is the best ADHD medicine on the market.""",0.6940601468086243
dexstrostat,disturbance in attention,"Dexedrine (dextroamphetamine) for ADHD""I would suggest anyone on this, to stop or take a break once you've noticed your reasoning, memory recall abilities becoming hindered. Even though I'm happy with the benefits of focus, it's not worth losing your short-term memory. Over time, I noticed my math skills declined, followed by my word recall, spelling, and now I can't remember stories or study material. It's extremely debilitating, I'm trying to figure out how to reverse the side effects.""",0.4127441942691803
